sex,wave,age,annhrs,annwks,yrsexp,annlabinc,region
2,1999,46,2016,50.4000015258789,27.0,44780.0,1.0
2,1999,37,1707,41.9000015258789,9.0,25000.0,4.0
2,1999,46,1715,49.0,27.0,11000.0,3.0
2,1999,57,2040,50.0,34.0,21200.0,2.0
1,1999,53,2400,48.0,30.0,80000.0,1.0
2,1999,51,1625,47.7999992370605,29.0,30000.0,2.0
2,1999,48,2233,40.5999984741211,29.0,25600.0,2.0
2,1999,25,2090,48.5999984741211,2.0,50000.0,3.0
2,1999,31,882,49.0,12.0,15000.0,1.0
2,1999,50,2192,50.0,30.0,18261.0,3.0
2,1999,25,867,21.7000007629395,4.0,5000.0,3.0
1,1999,26,1887,44.7000007629395,8.0,31000.0,1.0
1,2007,26,3055,47.0,6.0,54000.0,4.0
1,2007,45,3060,51.0,20.0,62000.0,3.0
2,2007,30,940,23.0,5.0,12000.0,3.0
2,2007,37,1552,51.5999984741211,19.0,14000.0,4.0
1,2007,34,3570,51.0,15.0,92201.0,3.0
1,2007,54,2500,50.0,29.0,49000.0,1.0
2,2007,53,2295,51.0,6.0,24000.0,1.0
1,2007,44,2036,50.4000015258789,21.0,43000.0,3.0
1,2007,25,1781,47.7999992370605,6.0,27900.0,4.0
2,2007,54,1138,51.2000007629395,15.0,7000.0,2.0
2,2007,44,2088,46.4000015258789,25.0,76000.0,2.0
1,2007,59,1442,41.2000007629395,37.0,96000.0,1.0
1,2007,40,2940,49.0,17.0,160000.0,4.0
1,2007,48,1975,48.0,27.0,34000.0,1.0
2,2007,33,2224,50.5999984741211,8.0,73000.0,3.0
1,2007,37,2410,48.2000007629395,8.0,95000.0,1.0
1,2007,42,3096,51.5999984741211,19.0,35000.0,3.0
1,2007,50,2600,50.0,27.0,64000.0,1.0
2,2007,37,336,21.0,7.0,1500.0,3.0
2,2007,33,1872,52.0,8.0,15000.0,3.0
2,2007,36,1435,41.0,16.0,52000.0,3.0
2,2007,51,2860,52.0,19.0,13000.0,2.0
1,2007,48,2350,47.0,25.0,93000.0,1.0
2,2007,32,1980,49.0,14.0,24000.0,4.0
1,2007,27,1847,39.4000015258789,9.0,22400.0,3.0
2,2007,35,600,50.0,13.0,13000.0,1.0
2,2007,55,2160,48.0,31.0,80000.0,4.0
2,2007,32,1860,46.0,12.0,22729.0,4.0
1,2007,44,1222,39.4000015258789,20.0,9500.0,3.0
1,2007,43,1960,49.0,20.0,26000.0,3.0
2,2007,43,1664,52.0,17.0,23000.0,2.0
1,2007,42,2550,51.0,14.0,120000.0,4.0
2,2007,33,1857,50.2000007629395,14.0,16041.0,2.0
2,2007,33,2160,48.0,10.0,68000.0,2.0
2,2007,57,1260,36.0,31.0,55000.0,3.0
1,2007,56,2080,52.0,33.0,82000.0,1.0
2,2007,42,1299,27.2999992370605,19.0,44000.0,3.0
2,2007,34,2820,47.0,10.0,125000.0,1.0
1,2007,35,1835,47.0,17.0,24000.0,3.0
2,2007,30,1824,45.5999984741211,7.0,20000.0,2.0
2,2007,42,1600,50.0,19.0,9500.0,4.0
2,2007,38,1960,49.0,17.0,21000.0,2.0
2,2007,36,1611,35.7999992370605,13.0,36000.0,2.0
2,2007,39,2860,52.0,17.0,38000.0,3.0
2,2007,36,2430,48.0,17.0,42000.0,1.0
2,2007,58,1000,40.0,35.0,20000.0,3.0
2,2007,53,2120,52.0,20.0,22000.0,3.0
1,2007,30,2200,52.0,7.0,49500.0,4.0
1,2007,27,2277,46.0,8.0,30000.0,2.0
1,2007,61,2940,49.0,37.0,85000.0,4.0
2,2007,39,2250,50.0,18.0,33000.0,3.0
2,2007,28,2706,49.2000007629395,8.0,67000.0,2.0
1,2007,48,2856,47.5999984741211,24.0,95000.0,1.0
2,2007,51,1800,45.0,28.0,30000.0,4.0
2,2007,41,72,36.0,22.0,1080.0,1.0
2,2007,44,1701,48.5999984741211,21.0,32000.0,2.0
1,2007,26,3315,51.0,8.0,24862.0,2.0
2,2007,55,1920,48.0,29.0,20000.0,3.0
1,2007,44,2016,48.0,21.0,60455.0,4.0
2,2007,39,1785,51.0,14.0,20000.0,3.0
1,2007,60,2140,42.7999992370605,37.0,50000.0,1.0
2,2007,35,1323,37.7999992370605,17.0,12000.0,2.0
2,2007,60,2014,49.5999984741211,26.0,18442.0,2.0
1,2007,34,2500,46.0,15.0,69000.0,4.0
2,2007,51,2010,50.0,28.0,46500.0,3.0
1,2007,29,1980,49.0,8.0,52300.0,3.0
2,2007,26,2056,51.4000015258789,7.0,33000.0,3.0
1,2007,54,2220,51.0,31.0,47000.0,1.0
1,2007,46,2790,51.0,28.0,44667.0,2.0
1,2007,57,2080,52.0,39.0,50000.0,2.0
2,2007,41,1697,48.2000007629395,18.0,39500.0,2.0
2,2007,41,1960,49.0,16.0,24831.0,3.0
1,2007,35,3120,52.0,11.0,57000.0,3.0
2,2007,44,2132,51.0,21.0,19785.0,1.0
1,2007,46,1584,39.5999984741211,19.0,52565.0,2.0
1,2007,36,2520,50.4000015258789,15.0,42000.0,3.0
1,2007,58,2080,52.0,32.0,74713.0,3.0
2,2007,61,1103,39.4000015258789,15.0,5200.0,1.0
2,2007,44,2160,48.0,20.0,80000.0,2.0
2,2007,48,2060,51.0,15.0,35000.0,2.0
1,2007,33,1388,34.7000007629395,10.0,22000.0,2.0
2,2007,25,2878,51.4000015258789,7.0,31288.0,3.0
1,2007,32,1664,41.5999984741211,8.0,31600.0,3.0
1,2007,45,2115,47.0,22.0,55000.0,2.0
2,2007,47,2295,51.0,25.0,83000.0,4.0
1,2007,43,2550,51.0,20.0,65000.0,3.0
1,2007,29,2470,49.4000015258789,8.0,63300.0,3.0
2,2007,63,2400,48.0,38.0,48380.0,3.0
2,2007,39,1760,44.7000007629395,19.0,44000.0,3.0
2,2007,37,2496,48.0,17.0,36000.0,3.0
2,2007,35,1295,37.0,10.0,12000.0,3.0
1,2007,43,2140,52.0,11.0,22000.0,3.0
2,2007,45,1440,36.0,21.0,40000.0,2.0
1,2007,63,1920,48.0,41.0,206000.0,4.0
1,2007,32,2600,52.0,11.0,33000.0,3.0
1,2007,28,1746,38.7999992370605,3.0,36000.0,2.0
1,2007,29,1616,46.2999992370605,11.0,13000.0,2.0
2,2007,51,1000,50.0,15.0,6000.0,2.0
2,2007,25,1743,49.7999992370605,7.0,20000.0,3.0
2,2007,34,960,24.0,16.0,27000.0,4.0
1,2007,32,1920,38.0,11.0,37000.0,3.0
2,2007,45,1960,49.0,25.0,47500.0,1.0
2,2007,41,1966,49.0,17.0,29000.0,3.0
1,2007,55,2544,48.0,32.0,222724.0,4.0
2,2007,49,1960,49.0,26.0,30000.0,4.0
1,2007,37,3552,52.0,14.0,42000.0,3.0
1,2007,49,1984,49.5999984741211,31.0,22000.0,2.0
1,2007,39,3690,52.0,21.0,76875.0,3.0
1,2007,34,3024,50.4000015258789,12.0,82000.0,3.0
2,2007,29,2064,50.0,2.0,10175.0,1.0
2,2007,39,1520,30.0,20.0,25000.0,4.0
2,2007,28,2240,28.0,6.0,17150.0,3.0
2,2007,54,910,36.4000015258789,31.0,17000.0,3.0
2,2007,41,1984,49.5999984741211,21.0,84200.0,3.0
2,2007,32,1970,49.0,9.0,50293.0,4.0
1,2007,51,1840,46.0,28.0,49562.0,3.0
2,2007,52,1764,43.5,28.0,36250.0,2.0
2,2007,48,1560,39.0,30.0,11500.0,3.0
2,2007,36,1944,48.5999984741211,13.0,60000.0,3.0
2,2007,34,1308,36.7999992370605,10.0,38000.0,3.0
2,2007,55,1600,50.0,27.0,26500.0,2.0
1,2007,53,1270,30.0,27.0,22000.0,3.0
1,2007,45,1680,42.0,27.0,35000.0,3.0
2,2007,28,4320,48.0,10.0,26500.0,3.0
2,2007,25,1813,49.0,5.0,20400.0,3.0
1,2007,44,1984,49.5999984741211,20.0,23000.0,2.0
2,2007,38,1296,36.0,15.0,61000.0,2.0
2,2007,30,2156,39.2000007629395,7.0,48000.0,1.0
2,2007,34,1357,46.7999992370605,10.0,13000.0,2.0
2,2007,37,2144,49.4000015258789,18.0,18260.0,2.0
1,2007,49,3079,49.0,26.0,76000.0,1.0
1,2007,25,1575,39.0,7.0,15000.0,3.0
1,2007,28,1481,27.2999992370605,7.0,30000.0,2.0
1,2007,36,2540,50.7999992370605,13.0,90000.0,3.0
2,2007,33,1887,51.0,15.0,16000.0,3.0
2,2007,32,80,6.0,6.0,700.0,2.0
1,2007,58,2600,49.0,34.0,38500.0,3.0
1,2007,29,1862,49.0,8.0,20400.0,3.0
1,2007,38,2550,51.0,18.0,36000.0,3.0
2,2007,40,2400,48.0,18.0,55000.0,3.0
2,2007,37,2832,47.2000007629395,14.0,81000.0,1.0
2,2007,46,1640,42.7000007629395,21.0,15000.0,3.0
1,2007,61,1836,51.0,36.0,34000.0,3.0
2,2007,41,1813,49.0,23.0,28000.0,1.0
1,2007,61,2277,50.5999984741211,37.0,100000.0,2.0
2,2007,38,2040,51.0,17.0,87500.0,1.0
1,2007,37,2080,52.0,13.0,35000.0,3.0
2,2007,45,2040,51.0,12.0,30000.0,4.0
2,2007,28,1820,42.7000007629395,7.0,50000.0,2.0
2,2007,45,1984,49.5999984741211,25.0,40000.0,4.0
1,2007,46,532,10.8000001907349,23.0,27000.0,2.0
1,2007,33,1960,45.0,13.0,28683.0,3.0
2,2007,38,1920,48.0,15.0,22022.0,3.0
2,2007,33,2026,49.5999984741211,10.0,25000.0,3.0
2,2007,57,1984,49.5999984741211,25.0,19000.0,3.0
2,2007,57,2040,51.0,30.0,12000.0,3.0
2,2007,43,2040,51.0,24.0,150000.0,2.0
2,2007,42,2178,48.4000015258789,19.0,33000.0,3.0
2,2007,60,2134,51.5999984741211,17.0,20000.0,2.0
1,2007,59,2403,48.7999992370605,36.0,40000.0,2.0
2,2007,26,3100,50.0,5.0,29000.0,1.0
1,2007,57,1952,48.7999992370605,33.0,40000.0,3.0
1,2007,38,2420,48.4000015258789,15.0,84300.0,2.0
2,2007,35,1920,48.0,8.0,32000.0,2.0
2,2007,34,2580,52.0,12.0,22000.0,3.0
2,2007,31,2100,50.0,9.0,56000.0,3.0
1,2007,56,3120,52.0,33.0,40000.0,2.0
2,2007,52,1984,49.5999984741211,29.0,28000.0,4.0
2,2007,30,2040,51.0,11.0,30000.0,2.0
2,2007,44,1575,45.0,22.0,24000.0,1.0
2,2007,29,1410,47.0,11.0,30000.0,3.0
2,2007,40,288,9.0,16.0,1500.0,3.0
2,2007,47,1600,50.0,19.0,14500.0,3.0
1,2007,38,2832,47.2000007629395,17.0,66625.0,3.0
1,2007,55,2448,51.0,32.0,72340.0,3.0
1,2007,45,2124,50.5999984741211,22.0,125000.0,3.0
2,2007,35,826,51.5999984741211,15.0,12000.0,1.0
2,2007,40,1992,49.7999992370605,16.0,38000.0,3.0
1,2007,39,2179,51.0,17.0,60000.0,1.0
2,2007,39,1032,51.5999984741211,11.0,12000.0,3.0
2,2007,47,1920,48.0,24.0,17560.0,3.0
2,2007,48,2500,50.0,24.0,56000.0,3.0
2,2007,47,1960,49.0,29.0,32000.0,3.0
2,2007,43,2580,51.5999984741211,19.0,46417.0,1.0
2,2007,25,1608,49.0,7.0,28000.0,3.0
2,2007,41,2744,49.0,21.0,35000.0,3.0
2,2007,27,2036,49.5999984741211,7.0,17500.0,2.0
1,2007,27,2210,52.0,5.0,30000.0,2.0
2,2007,43,2370,47.4000015258789,24.0,42000.0,2.0
2,2007,29,480,12.0,1.0,1000.0,3.0
1,2007,36,2241,49.7999992370605,13.0,52659.0,2.0
2,2007,28,956,52.0,10.0,6000.0,2.0
1,2007,55,1960,48.0,31.0,46000.0,4.0
2,2007,57,1716,40.7999992370605,32.0,38226.0,4.0
2,2007,42,2205,49.0,18.0,28170.0,2.0
2,2007,45,1520,42.0,25.0,67000.0,2.0
2,2007,48,2450,49.0,27.0,60000.0,3.0
1,2007,57,1542,51.4000015258789,31.0,16000.0,3.0
2,2007,41,1944,43.5999984741211,23.0,44000.0,3.0
1,2007,38,2450,49.0,20.0,102000.0,4.0
1,2007,27,1452,33.0,7.0,22000.0,3.0
1,2007,27,2530,50.5999984741211,9.0,23000.0,3.0
1,2007,26,2295,51.0,4.0,39000.0,2.0
2,2007,53,1920,48.0,31.0,80000.0,4.0
1,2007,26,1320,38.0,7.0,19000.0,2.0
1,2007,42,1892,43.0,21.0,41212.0,2.0
1,2007,58,2000,50.0,35.0,40000.0,2.0
2,2007,36,2040,51.0,17.0,51000.0,3.0
2,2007,44,1482,49.4000015258789,19.0,21000.0,1.0
2,2007,45,2500,50.0,22.0,45000.0,1.0
1,2007,32,2040,51.0,10.0,25000.0,2.0
2,2007,52,2020,50.0,14.0,28000.0,2.0
1,2007,40,1804,43.5999984741211,20.0,65000.0,4.0
2,2007,40,1728,48.0,19.0,19500.0,2.0
2,2007,32,1880,47.0,9.0,43000.0,3.0
2,2007,44,1920,48.0,21.0,60000.0,2.0
1,2007,34,2256,48.0,13.0,70000.0,2.0
2,2007,43,1840,46.0,19.0,51000.0,3.0
1,2007,36,2400,48.0,17.0,46000.0,4.0
2,2007,54,2147,52.0,31.0,66000.0,2.0
2,2007,46,2000,50.0,25.0,30000.0,4.0
1,2007,42,2856,51.0,24.0,23900.0,2.0
2,2007,59,2020,50.4000015258789,3.0,12300.0,3.0
2,2007,37,1952,48.7999992370605,13.0,45000.0,3.0
2,2007,54,2025,45.0,28.0,119000.0,3.0
2,2007,45,2450,49.0,16.0,38000.0,2.0
1,2007,35,2284,52.0,11.0,71000.0,3.0
2,2007,30,2530,50.4000015258789,7.0,17800.0,4.0
2,2007,33,1920,48.0,11.0,38000.0,2.0
2,2007,42,2772,50.4000015258789,21.0,37000.0,3.0
1,2007,35,1880,47.0,12.0,52000.0,2.0
2,2007,28,2116,50.4000015258789,8.0,23500.0,2.0
1,2007,43,2300,46.0,20.0,101000.0,2.0
1,2007,40,3380,52.0,19.0,31000.0,3.0
2,2007,49,1992,49.7999992370605,20.0,16000.0,3.0
2,2007,51,500,50.0,27.0,4500.0,1.0
1,2007,57,3640,52.0,36.0,28000.0,3.0
2,2007,25,200,5.69999980926514,5.0,1800.0,3.0
1,2007,59,2023,48.4000015258789,36.0,48648.0,1.0
2,2007,48,3315,51.0,30.0,26500.0,2.0
2,2007,28,1960,49.0,9.0,27000.0,1.0
2,2007,59,400,10.0,41.0,6400.0,2.0
2,2007,42,1469,47.4000015258789,19.0,17000.0,1.0
1,2007,54,1800,45.0,31.0,24000.0,3.0
1,2007,46,2192,49.7999992370605,23.0,101496.0,3.0
1,2007,57,2000,50.0,35.0,44000.0,4.0
1,2007,58,2400,40.0,35.0,54600.0,2.0
1,2007,53,2115,47.0,28.0,50000.0,4.0
1,2007,43,1880,47.0,20.0,92000.0,1.0
1,2007,33,2470,49.4000015258789,9.0,45000.0,2.0
1,2007,63,2400,48.0,40.0,72000.0,2.0
2,2007,48,1248,52.0,15.0,11000.0,3.0
2,2007,26,129,3.0,8.0,1000.0,3.0
1,2007,34,3048,50.7999992370605,14.0,52000.0,3.0
1,2007,48,2372,48.4000015258789,25.0,51060.0,2.0
1,2007,57,2440,51.0,30.0,50000.0,1.0
1,2007,47,3220,46.0,24.0,243375.0,2.0
2,2007,38,1740,42.0,5.0,9200.0,3.0
1,2007,29,1260,42.0,7.0,66600.0,1.0
2,2007,31,2048,51.2000007629395,9.0,24000.0,4.0
1,2007,31,2160,49.0,7.0,60000.0,1.0
1,2007,54,3640,52.0,30.0,47600.0,4.0
1,2007,49,3640,52.0,24.0,54000.0,3.0
1,2007,60,1542,51.4000015258789,36.0,25000.0,3.0
2,2007,55,2150,50.0,28.0,30000.0,1.0
1,2007,29,2112,48.0,11.0,44000.0,3.0
2,2007,26,2133,49.5999984741211,5.0,36500.0,2.0
1,2007,41,4192,52.0,19.0,80000.0,3.0
1,2007,51,2242,46.7000007629395,33.0,59979.0,4.0
2,2007,59,900,17.3999996185303,27.0,17700.0,3.0
1,2007,33,2640,48.0,9.0,178000.0,2.0
1,2007,56,2322,51.5999984741211,33.0,90000.0,3.0
2,2007,57,1960,49.0,34.0,29576.0,4.0
1,2007,42,1616,49.7999992370605,21.0,45000.0,1.0
2,2007,53,1330,38.0,23.0,41000.0,3.0
2,2007,27,1757,50.2000007629395,7.0,12000.0,2.0
2,2007,60,992,37.0,27.0,32000.0,3.0
2,2007,41,1960,49.0,17.0,90000.0,1.0
1,2007,34,2280,52.0,10.0,36000.0,1.0
2,2007,39,2064,51.5999984741211,18.0,12000.0,2.0
1,2007,25,2056,51.4000015258789,5.0,24672.0,3.0
2,2007,33,2450,49.0,10.0,40000.0,2.0
1,2007,42,1864,46.5999984741211,24.0,37400.0,4.0
1,2007,33,2080,52.0,10.0,20800.0,3.0
1,2007,46,2678,50.4000015258789,23.0,61000.0,4.0
2,2007,55,2340,52.0,8.0,16000.0,2.0
1,2007,55,2000,50.0,32.0,26599.0,3.0
2,2007,50,1217,33.7999992370605,27.0,20000.0,4.0
2,2007,58,1191,49.2000007629395,35.0,47625.0,4.0
2,2007,26,1904,42.2999992370605,7.0,35000.0,3.0
2,2007,32,1960,49.0,12.0,56000.0,4.0
1,2007,53,2100,50.0,30.0,72000.0,2.0
2,2007,29,2024,50.5999984741211,7.0,22000.0,4.0
2,2007,58,1776,48.0,23.0,26000.0,1.0
2,2007,26,2313,51.4000015258789,8.0,40000.0,2.0
1,2007,35,3000,50.0,14.0,22148.0,2.0
2,2007,39,1915,50.4000015258789,21.0,26500.0,3.0
2,2007,36,2032,50.7999992370605,17.0,56000.0,3.0
2,2007,58,972,48.5999984741211,32.0,14800.0,3.0
2,2007,41,1920,48.0,14.0,18000.0,1.0
2,2007,54,1992,49.7999992370605,27.0,33000.0,3.0
2,2007,47,1839,48.4000015258789,24.0,40000.0,1.0
1,2007,63,2570,51.4000015258789,40.0,80500.0,4.0
2,2007,46,2016,50.4000015258789,26.0,16040.0,1.0
2,2007,44,2501,50.7999992370605,26.0,39500.0,4.0
1,2007,36,1624,40.5999984741211,16.0,39000.0,3.0
1,2007,59,2531,49.0,36.0,60000.0,3.0
1,2007,36,2032,50.7999992370605,14.0,9412.0,2.0
2,2007,46,2120,51.0,28.0,20000.0,3.0
1,2007,51,3120,52.0,24.0,34000.0,3.0
2,2007,51,540,36.0,26.0,5000.0,4.0
1,2007,40,1980,42.0999984741211,17.0,45000.0,1.0
1,2007,37,2570,51.4000015258789,19.0,38400.0,3.0
2,2007,25,2041,50.4000015258789,6.0,32000.0,4.0
1,2007,45,2080,52.0,21.0,32000.0,4.0
2,2007,42,2165,49.2000007629395,24.0,14840.0,1.0
1,2007,43,2040,51.0,20.0,43207.0,3.0
2,2007,49,1144,44.0,18.0,7568.0,3.0
2,2007,25,1790,52.0,7.0,34000.0,3.0
2,2007,30,2602,51.0,11.0,30000.0,3.0
2,2007,56,2040,51.0,33.0,54000.0,3.0
1,2007,29,1240,30.0,10.0,8136.0,2.0
2,2007,31,420,14.0,10.0,1560.0,2.0
2,2007,42,1888,47.2000007629395,23.0,80500.0,1.0
2,2007,50,1420,35.0,27.0,23000.0,2.0
1,2007,46,1992,49.7999992370605,23.0,85000.0,2.0
1,2007,52,2147,48.7999992370605,29.0,45449.0,3.0
1,2007,26,2102,50.2000007629395,7.0,35000.0,3.0
2,2007,49,1725,49.0,13.0,45000.0,2.0
1,2007,33,2072,51.7999992370605,12.0,60000.0,2.0
1,2007,30,2550,51.0,7.0,48000.0,1.0
1,2007,51,2040,50.0,32.0,15300.0,4.0
2,2007,49,1400,35.0,26.0,65000.0,3.0
1,2007,48,2156,49.0,29.0,34000.0,3.0
1,2007,28,2352,49.0,6.0,29000.0,2.0
2,2007,30,2066,49.2000007629395,11.0,36000.0,4.0
1,2007,50,1960,49.0,27.0,35000.0,1.0
1,2007,41,2190,48.0,19.0,38000.0,3.0
1,2007,53,1980,47.0,29.0,43000.0,3.0
1,2007,25,1920,48.0,6.0,19000.0,4.0
2,2007,26,1970,49.0,8.0,32726.0,3.0
2,2007,44,1530,51.0,20.0,45000.0,4.0
2,2007,58,1769,39.2999992370605,14.0,70000.0,2.0
2,2007,53,1916,45.4000015258789,30.0,69900.0,2.0
2,2007,26,2328,50.4000015258789,6.0,15000.0,3.0
2,2007,28,1200,50.0,10.0,26500.0,3.0
2,2007,51,1152,48.0,24.0,50000.0,1.0
2,2007,42,1518,50.5999984741211,1.0,13069.0,3.0
1,2007,39,1250,50.0,11.0,35600.0,2.0
2,2007,52,1840,46.0,26.0,51000.0,4.0
2,2007,35,480,12.0,14.0,2880.0,3.0
1,2007,47,1934,47.7999992370605,25.0,72000.0,3.0
2,2007,28,800,20.0,6.0,10000.0,1.0
2,2007,33,2040,51.0,7.0,9600.0,3.0
2,2007,47,1140,38.0,20.0,36000.0,4.0
1,2007,26,2116,42.0,5.0,13225.0,2.0
2,2007,41,2003,50.0,18.0,27000.0,3.0
1,2007,28,1885,49.5999984741211,10.0,9795.0,3.0
2,2007,47,1877,49.4000015258789,27.0,40000.0,3.0
1,2007,31,2200,48.5999984741211,9.0,33000.0,1.0
1,2007,40,2150,50.5999984741211,20.0,68000.0,4.0
2,2007,26,1720,40.0,7.0,18000.0,3.0
2,2007,41,1385,46.0,21.0,90000.0,2.0
1,2007,33,720,9.0,8.0,3300.0,3.0
2,2007,44,2000,50.0,21.0,33000.0,3.0
2,2007,42,567,37.7999992370605,20.0,2069.0,2.0
2,2007,47,2209,50.2000007629395,24.0,25000.0,2.0
2,2007,35,2110,52.0,10.0,23000.0,1.0
1,2007,52,2000,50.0,29.0,48000.0,2.0
2,2007,43,1676,50.7999992370605,17.0,16200.0,3.0
2,2007,28,2072,51.7999992370605,8.0,16000.0,3.0
2,2007,26,1920,48.0,7.0,27000.0,3.0
1,2007,42,2642,50.7999992370605,19.0,123000.0,1.0
2,2007,27,1800,45.0,8.0,30000.0,2.0
1,2007,60,2550,51.0,37.0,48000.0,4.0
1,2007,43,2033,48.4000015258789,21.0,91500.0,1.0
2,2007,62,1976,49.4000015258789,44.0,24400.0,3.0
1,2007,35,2150,51.0,12.0,80000.0,1.0
1,2007,54,2330,46.5999984741211,31.0,98000.0,2.0
2,2007,49,2000,50.0,18.0,22000.0,2.0
1,2007,50,1904,47.5999984741211,22.0,24000.0,3.0
1,2007,39,2250,50.0,16.0,120000.0,4.0
1,2007,58,2215,47.0,39.0,54000.0,4.0
2,2007,31,2152,49.0,8.0,23800.0,2.0
1,2007,31,2080,51.0,8.0,56065.0,2.0
1,2007,42,2079,46.0,19.0,56000.0,3.0
2,2007,39,255,51.0,16.0,10000.0,1.0
2,2007,36,4400,50.0,12.0,32350.0,2.0
1,2007,51,1220,28.0,28.0,32000.0,3.0
2,2007,55,1840,46.0,31.0,72000.0,4.0
1,2007,43,2236,47.0,19.0,77766.0,2.0
1,2007,32,1857,48.5999984741211,12.0,47000.0,2.0
1,2007,29,2190,50.0,10.0,26000.0,4.0
2,2007,52,2223,49.4000015258789,29.0,85000.0,4.0
1,2007,63,2024,46.0,45.0,17900.0,2.0
2,2007,33,1800,45.0,14.0,32000.0,3.0
1,2007,26,1960,52.0,7.0,17000.0,2.0
2,2007,26,2024,50.5999984741211,6.0,28500.0,3.0
1,2007,48,2320,48.0,24.0,27500.0,3.0
1,2007,39,2009,49.0,16.0,50000.0,4.0
1,2007,52,2280,52.0,29.0,40000.0,3.0
2,2007,55,1896,47.4000015258789,32.0,55000.0,3.0
1,2007,43,2381,49.5999984741211,25.0,48000.0,3.0
2,2007,35,1960,49.0,17.0,37000.0,2.0
2,2007,49,1384,32.0,25.0,52400.0,4.0
1,2007,47,2413,49.4000015258789,24.0,93000.0,2.0
2,2007,47,1140,38.0,20.0,17000.0,2.0
2,2007,25,2450,49.0,5.0,32000.0,2.0
1,2007,37,1755,39.0,14.0,27300.0,3.0
1,2007,29,1064,30.0,5.0,11100.0,1.0
1,2007,51,2400,48.0,28.0,185000.0,1.0
2,2007,39,2145,39.0,16.0,38000.0,4.0
1,2007,45,2580,47.0,23.0,150000.0,1.0
2,2007,36,1900,50.0,13.0,36000.0,2.0
2,2007,35,1050,21.0,13.0,31000.0,4.0
2,2007,29,2313,51.4000015258789,11.0,21000.0,4.0
1,2007,30,2086,51.4000015258789,9.0,47500.0,3.0
2,2007,49,1776,44.4000015258789,21.0,27000.0,4.0
1,2007,36,2550,51.0,17.0,29000.0,3.0
1,2007,25,2217,48.2000007629395,5.0,29500.0,2.0
1,2007,35,3224,49.5999984741211,12.0,36000.0,3.0
1,2007,48,2500,50.0,25.0,165000.0,4.0
2,2007,49,1420,35.0,22.0,32000.0,4.0
2,2007,26,2322,51.5999984741211,6.0,26500.0,2.0
1,2007,36,1715,49.0,17.0,81000.0,4.0
2,2007,38,2304,48.0,14.0,52000.0,1.0
2,2007,52,1980,49.0,29.0,28000.0,3.0
2,2007,46,355,17.0,21.0,10000.0,3.0
2,2007,25,2539,51.5999984741211,7.0,53000.0,3.0
2,2007,27,1647,51.0,9.0,18000.0,2.0
2,2007,35,2795,43.0,16.0,14000.0,3.0
1,2007,27,3680,47.0,6.0,20000.0,3.0
1,2007,59,2094,47.5999984741211,35.0,75000.0,3.0
2,2007,34,420,35.0,10.0,16000.0,3.0
1,2007,30,1756,41.7999992370605,12.0,26000.0,4.0
1,2007,41,1940,48.0,18.0,46000.0,4.0
1,2007,38,2750,50.0,15.0,80000.0,1.0
2,2007,43,940,47.0,15.0,26000.0,3.0
2,2007,61,1248,52.0,38.0,30000.0,2.0
2,2007,48,2230,52.0,24.0,25000.0,3.0
2,2007,47,2040,51.0,26.0,49000.0,2.0
2,2007,53,1960,49.0,17.0,32000.0,2.0
2,2007,50,864,26.2000007629395,10.0,6000.0,3.0
1,2007,59,2205,49.0,35.0,43000.0,3.0
2,2007,34,420,42.0,8.0,5000.0,2.0
1,2007,28,3096,51.5999984741211,8.0,48099.0,2.0
2,2007,43,2010,49.0,18.0,56000.0,2.0
2,2007,56,919,16.7000007629395,35.0,40000.0,3.0
2,2007,48,2154,50.5999984741211,25.0,23000.0,2.0
1,2007,32,2096,47.4000015258789,11.0,35000.0,2.0
1,2007,30,2301,49.0,8.0,48000.0,4.0
2,2007,27,250,10.0,9.0,1500.0,2.0
1,2007,26,2530,50.5999984741211,4.0,112000.0,3.0
2,2007,57,2040,51.0,8.0,55000.0,1.0
1,2007,64,1800,45.0,42.0,34000.0,3.0
1,2007,54,2540,50.7999992370605,31.0,53000.0,4.0
1,2007,40,3005,51.0,17.0,58000.0,1.0
1,2007,32,1244,35.4000015258789,8.0,10360.0,4.0
2,2007,59,1702,44.7999992370605,20.0,41949.0,4.0
1,2007,53,2068,51.0,30.0,27004.0,4.0
1,2007,46,1950,39.0,23.0,80000.0,4.0
1,2007,45,1920,48.0,19.0,30000.0,3.0
2,2007,38,2426,49.4000015258789,15.0,96000.0,1.0
2,2007,48,2310,45.0,15.0,34441.0,4.0
2,2007,49,1120,35.0,29.0,23000.0,3.0
1,2007,27,1340,33.0,6.0,12000.0,3.0
2,2007,26,406,33.7999992370605,6.0,2600.0,3.0
1,2007,39,1968,51.7999992370605,9.0,45000.0,2.0
1,2007,47,2191,49.7999992370605,24.0,130000.0,2.0
1,2007,44,2000,50.0,21.0,35000.0,2.0
1,2007,46,2400,48.0,24.0,180000.0,2.0
2,2007,32,2080,52.0,14.0,27000.0,3.0
2,2007,33,2016,50.4000015258789,10.0,24000.0,3.0
1,2007,41,965,23.0,22.0,11580.0,2.0
1,2007,48,3000,50.0,22.0,300000.0,1.0
1,2007,50,2156,49.0,27.0,34000.0,3.0
1,2007,48,2580,48.0,25.0,48000.0,1.0
1,2007,41,2277,50.5999984741211,23.0,11000.0,2.0
1,2007,50,2080,52.0,32.0,11760.0,3.0
2,2007,28,1866,51.0,10.0,40000.0,3.0
