sex,wave,age,annhrs,annwks,yrsexp,annlabinc,region
2,1999,28,1896,45.0,10.0,17500.0,3.0
1,1999,26,2647,47.2999992370605,7.0,18600.0,1.0
1,1999,29,2050,50.0,10.0,41500.0,4.0
1,1999,56,1715,49.0,24.0,12000.0,3.0
1,1999,58,2080,52.0,38.0,19000.0,2.0
1,1999,35,2695,49.0,16.0,54000.0,3.0
2,1999,52,2324,41.0,33.0,26000.0,2.0
2,1999,38,1800,50.0,6.0,10000.0,3.0
2,1999,32,1996,48.4000015258789,13.0,15000.0,2.0
1,1999,31,2827,51.4000015258789,9.0,37000.0,2.0
2,1999,47,2000,50.0,1.0,19500.0,3.0
1,1999,50,2100,51.0,29.0,23000.0,2.0
2,1999,26,1946,51.2000007629395,8.0,19000.0,3.0
1,1999,46,2016,48.0,26.0,68000.0,1.0
1,1999,52,2388,50.7999992370605,33.0,40000.0,4.0
1,1999,46,2570,51.4000015258789,27.0,64000.0,2.0
2,1999,48,2570,51.4000015258789,11.0,28780.0,2.0
1,1999,28,2467,51.4000015258789,6.0,24000.0,3.0
1,1999,37,2425,50.0,18.0,38300.0,1.0
2,1999,47,1560,39.0,28.0,29000.0,3.0
1,1999,49,950,31.7000007629395,25.0,27600.0,3.0
2,1999,41,1050,50.0,16.0,7200.0,1.0
1,1999,37,2735,51.5999984741211,18.0,46000.0,3.0
1,1999,38,2590,51.7999992370605,19.0,40000.0,2.0
2,1999,47,1692,50.4000015258789,28.0,11000.0,2.0
1,1999,34,2600,50.0,15.0,82000.0,1.0
1,1999,27,2000,50.0,8.0,30000.0,3.0
1,1999,27,2838,51.5999984741211,8.0,53000.0,4.0
1,1999,26,1685,42.0999984741211,7.0,14000.0,3.0
2,1999,34,2230,52.0,16.0,17000.0,2.0
2,1999,40,1260,50.4000015258789,15.0,32000.0,3.0
1,1999,38,2080,52.0,19.0,16000.0,3.0
1,1999,26,2315,51.0,8.0,25000.0,4.0
2,1999,36,2080,52.0,13.0,11000.0,
2,1999,31,1960,49.0,12.0,50000.0,1.0
1,1999,48,2000,50.0,29.0,59000.0,1.0
2,1999,48,1743,49.7999992370605,22.0,20627.0,2.0
1,1999,40,1400,35.0,21.0,32000.0,2.0
1,1999,46,2250,50.0,27.0,44600.0,2.0
1,1999,27,2080,52.0,9.0,12000.0,3.0
1,1999,27,3000,50.0,8.0,27000.0,3.0
2,1999,36,972,48.5999984741211,13.0,30000.0,4.0
1,1999,38,2040,49.0,19.0,27500.0,1.0
2,1999,41,2160,48.0,22.0,47600.0,4.0
2,1999,35,2880,48.0,16.0,42000.0,3.0
2,1999,47,1760,44.0,28.0,25000.0,2.0
1,1999,27,2352,51.5999984741211,8.0,50000.0,2.0
2,1999,45,3032,47.0,18.0,31000.0,3.0
2,1999,39,1970,49.0,15.0,30000.0,4.0
1,1999,32,2124,47.2000007629395,10.0,70000.0,3.0
1,1999,46,2600,52.0,27.0,52000.0,4.0
2,1999,60,3098,47.7000007629395,32.0,29000.0,3.0
1,1999,37,1820,52.0,18.0,10000.0,4.0
2,1999,36,1020,51.0,17.0,7200.0,3.0
1,1999,51,2775,45.0,28.0,74000.0,3.0
2,1999,40,4516,50.0,21.0,39000.0,2.0
1,1999,49,2400,48.0,30.0,47000.0,3.0
1,1999,36,2104,51.2000007629395,16.0,27000.0,3.0
1,1999,35,3300,48.0,16.0,256500.0,1.0
1,1999,60,2087,51.7999992370605,40.0,27000.0,3.0
2,1999,51,2060,51.0,32.0,23000.0,2.0
2,1999,34,2048,51.2000007629395,13.0,38700.0,3.0
1,1999,34,2000,50.0,15.0,21000.0,3.0
1,1999,51,3096,51.5999984741211,32.0,110000.0,1.0
2,1999,34,1890,42.0,13.0,19000.0,2.0
2,1999,25,3346,47.7999992370605,7.0,37500.0,1.0
2,1999,34,1100,48.4000015258789,16.0,3000.0,2.0
2,1999,48,2003,50.0,29.0,40000.0,3.0
1,1999,53,2796,50.4000015258789,34.0,39500.0,4.0
2,1999,51,2124,51.0,26.0,12688.0,3.0
2,1999,27,2016,50.4000015258789,8.0,14700.0,2.0
1,1999,28,2496,52.0,9.0,20040.0,3.0
1,1999,51,2250,50.0,33.0,5000.0,1.0
1,1999,40,2750,50.0,21.0,46000.0,3.0
1,1999,33,2096,51.4000015258789,14.0,29500.0,3.0
1,1999,26,2100,50.0,8.0,28500.0,1.0
1,1999,54,2080,52.0,30.0,47000.0,4.0
2,1999,45,2144,51.5999984741211,8.0,10000.0,2.0
1,1999,29,1750,50.0,3.0,17500.0,2.0
1,1999,43,2084,51.5999984741211,12.0,38000.0,3.0
2,1999,53,1944,48.5999984741211,34.0,28000.0,3.0
1,1999,29,2500,50.0,10.0,45500.0,2.0
1,1999,41,2610,51.7999992370605,22.0,36860.0,1.0
1,1999,35,2460,51.4000015258789,14.0,46000.0,2.0
2,1999,33,1840,46.0,14.0,28000.0,1.0
1,1999,36,2388,52.0,17.0,27300.0,4.0
2,1999,45,1924,48.0,26.0,42000.0,1.0
1,1999,36,1960,49.0,1.0,32000.0,2.0
2,1999,28,2080,52.0,9.0,18000.0,3.0
2,1999,28,1240,41.2999992370605,9.0,5500.0,3.0
1,1999,25,3463,51.5999984741211,6.0,43000.0,4.0
2,1999,57,1785,51.0,33.0,16500.0,2.0
1,1999,27,2040,51.0,8.0,25000.0,3.0
2,1999,26,3373,43.2999992370605,7.0,70000.0,3.0
2,1999,29,1290,51.5999984741211,8.0,11000.0,3.0
1,1999,44,2048,51.2000007629395,25.0,13000.0,3.0
1,1999,26,1885,49.5999984741211,8.0,22000.0,2.0
1,1999,44,2600,50.0,25.0,18200.0,4.0
2,1999,37,2500,50.0,18.0,30000.0,1.0
1,1999,28,2248,50.0,8.0,25700.0,4.0
2,1999,44,2120,42.4000015258789,18.0,13824.0,3.0
2,1999,58,331,8.30000019073486,14.0,950.0,3.0
2,1999,46,2080,51.0,26.0,50000.0,2.0
2,1999,46,2050,48.7999992370605,21.0,16000.0,3.0
2,1999,44,1974,48.5999984741211,25.0,19000.0,4.0
1,1999,46,2450,49.0,27.0,71000.0,2.0
2,1999,45,1960,49.0,26.0,24000.0,3.0
1,1999,47,2115,47.0,28.0,65000.0,2.0
2,1999,58,1880,50.7999992370605,24.0,34000.0,3.0
1,1999,52,1877,44.7000007629395,23.0,72000.0,2.0
2,1999,44,1976,49.4000015258789,25.0,33000.0,3.0
1,1999,35,2740,45.7000007629395,12.0,75000.0,2.0
1,1999,50,2860,52.0,31.0,95000.0,1.0
2,1999,29,1960,49.0,10.0,25000.0,4.0
2,1999,51,1728,48.0,29.0,42000.0,3.0
2,1999,35,1651,51.5999984741211,1.0,15000.0,1.0
2,1999,41,1542,50.2000007629395,13.0,21000.0,4.0
1,1999,46,2142,51.0,25.0,65000.0,2.0
2,1999,29,3640,52.0,10.0,26000.0,4.0
2,1999,45,3904,48.5999984741211,16.0,19500.0,2.0
1,1999,34,2168,50.2000007629395,15.0,29200.0,3.0
1,1999,31,2100,50.0,12.0,23000.0,3.0
1,1999,34,2800,52.0,16.0,24000.0,3.0
2,1999,32,2021,50.4000015258789,13.0,22000.0,3.0
1,1999,51,2550,51.0,32.0,28000.0,3.0
2,1999,29,1682,41.7000007629395,8.0,24000.0,4.0
1,1999,36,2040,51.0,17.0,36000.0,1.0
2,1999,40,2056,48.7999992370605,21.0,17318.0,1.0
2,1999,43,399,11.3999996185303,15.0,8000.0,1.0
1,1999,47,2136,51.5999984741211,28.0,23000.0,1.0
2,1999,45,1800,45.0,25.0,35000.0,3.0
2,1999,44,1503,42.9000015258789,23.0,44000.0,1.0
1,1999,43,2996,50.4000015258789,24.0,37757.0,4.0
2,1999,40,2940,49.0,21.0,200000.0,1.0
1,1999,49,2064,51.5999984741211,30.0,31000.0,1.0
1,1999,25,2400,48.0,6.0,65000.0,1.0
2,1999,33,520,52.0,9.0,5900.0,3.0
1,1999,33,2121,48.2000007629395,12.0,40000.0,2.0
2,1999,41,2090,51.0,22.0,8852.0,2.0
2,1999,40,2156,50.4000015258789,18.0,6000.0,3.0
2,1999,34,2570,51.4000015258789,14.0,34066.0,3.0
1,1999,50,2500,50.0,31.0,63000.0,1.0
2,1999,54,2048,50.0,34.0,16000.0,3.0
2,1999,37,2143,39.0,13.0,6000.0,3.0
1,1999,40,2259,47.0999984741211,21.0,23000.0,1.0
2,1999,51,1715,49.0,28.0,8300.0,2.0
1,1999,38,2860,52.0,19.0,25440.0,3.0
2,1999,46,1920,48.0,27.0,13000.0,1.0
2,1999,29,2695,49.0,10.0,31000.0,1.0
2,1999,42,1733,43.2999992370605,21.0,18000.0,4.0
1,1999,41,2126,51.7999992370605,19.0,52800.0,4.0
2,1999,37,3076,51.0,18.0,24950.0,3.0
1,1999,25,832,52.0,7.0,15000.0,2.0
1,1999,53,2640,51.0,34.0,56000.0,3.0
1,1999,36,3096,51.5999984741211,17.0,20750.0,3.0
1,1999,38,1820,52.0,19.0,21000.0,3.0
1,1999,46,2040,51.0,27.0,30000.0,2.0
1,1999,27,2274,51.0,8.0,28500.0,3.0
1,1999,42,1920,48.0,23.0,45000.0,2.0
2,1999,25,1545,38.0,4.0,18000.0,3.0
2,1999,27,2695,49.0,8.0,40000.0,3.0
1,1999,45,2954,51.4000015258789,21.0,46600.0,3.0
1,1999,59,1937,48.4000015258789,40.0,45000.0,4.0
2,1999,29,1200,48.0,9.0,30000.0,4.0
2,1999,45,1643,38.2000007629395,7.0,24000.0,3.0
1,1999,45,2480,49.5999984741211,26.0,34500.0,4.0
2,1999,53,907,21.7000007629395,22.0,5500.0,1.0
1,1999,47,2064,51.5999984741211,25.0,38000.0,2.0
2,1999,49,2286,50.7999992370605,30.0,15000.0,4.0
1,1999,36,1802,51.4000015258789,17.0,42600.0,1.0
2,1999,29,2000,50.0,10.0,30000.0,2.0
1,1999,47,2510,50.2000007629395,28.0,120000.0,3.0
2,1999,35,2064,51.0,15.0,21950.0,2.0
2,1999,40,1914,47.4000015258789,18.0,20000.0,4.0
2,1999,50,1848,46.2000007629395,28.0,40000.0,3.0
2,1999,50,1991,49.4000015258789,22.0,4800.0,1.0
2,1999,45,1960,49.0,26.0,35000.0,2.0
1,1999,33,2770,51.4000015258789,13.0,46000.0,2.0
1,1999,49,2550,51.0,26.0,65000.0,2.0
2,1999,36,1888,50.5999984741211,10.0,19500.0,3.0
2,1999,49,2140,52.0,22.0,35000.0,3.0
1,1999,45,2205,49.0,26.0,48956.0,4.0
1,1999,35,2916,48.5999984741211,16.0,39000.0,3.0
1,1999,40,1824,39.0,21.0,32000.0,3.0
2,1999,35,960,24.0,17.0,10000.0,2.0
2,1999,45,1505,43.0,25.0,13500.0,2.0
2,1999,35,2167,51.5999984741211,7.0,17000.0,2.0
2,1999,30,2940,49.0,11.0,39400.0,4.0
2,1999,29,1560,39.0,9.0,24000.0,3.0
1,1999,39,2450,49.0,20.0,70000.0,1.0
1,1999,47,3120,50.0,28.0,40500.0,3.0
2,1999,37,2112,48.0,19.0,52000.0,2.0
2,1999,60,2050,51.0,14.0,14555.0,4.0
1,1999,47,3900,52.0,28.0,58000.0,3.0
2,1999,43,1944,48.5999984741211,11.0,16000.0,3.0
1,1999,44,2331,51.7999992370605,24.0,32000.0,3.0
1,1999,45,2060,51.0,26.0,50000.0,4.0
2,1999,44,260,52.0,25.0,2000.0,1.0
2,1999,42,1960,46.0,6.0,29000.0,2.0
2,1999,25,2072,50.5999984741211,6.0,15500.0,4.0
2,1999,36,1907,47.7000007629395,16.0,19600.0,3.0
1,1999,61,2400,48.0,42.0,75000.0,1.0
1,1999,32,3360,51.0,9.0,65000.0,4.0
1,1999,42,2259,49.4000015258789,19.0,25000.0,2.0
2,1999,32,1407,34.7000007629395,1.0,8000.0,3.0
1,1999,31,1186,51.7999992370605,11.0,18225.0,2.0
1,1999,41,2056,51.4000015258789,19.0,85000.0,1.0
1,1999,53,2500,50.0,34.0,55000.0,2.0
1,1999,31,3000,50.0,12.0,52000.0,4.0
2,1999,30,1962,47.7999992370605,11.0,27000.0,2.0
2,1999,52,2208,46.0,30.0,19500.0,4.0
1,1999,55,1923,47.4000015258789,30.0,24000.0,3.0
2,1999,34,1472,36.7999992370605,15.0,26000.0,4.0
1,1999,60,1920,48.0,40.0,18000.0,1.0
1,1999,40,2436,51.4000015258789,21.0,24000.0,2.0
2,1999,43,1961,48.4000015258789,24.0,32000.0,2.0
2,1999,46,1883,47.0999984741211,21.0,20000.0,4.0
2,1999,44,2242,50.7999992370605,21.0,19230.0,3.0
2,1999,43,1764,50.4000015258789,14.0,14000.0,2.0
1,1999,43,3367,51.7999992370605,24.0,61000.0,2.0
1,1999,28,2304,51.2000007629395,7.0,39000.0,3.0
2,1999,39,2520,51.0,20.0,26000.0,3.0
1,1999,32,2550,51.0,11.0,32000.0,4.0
1,1999,29,2064,51.5999984741211,10.0,29000.0,2.0
1,1999,40,3546,48.0,21.0,44032.0,2.0
1,1999,49,2100,50.0,30.0,100000.0,2.0
1,1999,27,1733,43.2999992370605,7.0,25000.0,4.0
2,1999,28,2041,51.0,8.0,72000.0,4.0
1,1999,44,2536,50.4000015258789,25.0,42000.0,3.0
1,1999,46,2350,47.0,27.0,45800.0,2.0
2,1999,57,1000,50.0,19.0,18000.0,3.0
1,1999,37,1965,51.0,17.0,61000.0,1.0
2,1999,33,2020,49.0,14.0,41000.0,1.0
1,1999,38,3265,51.7999992370605,16.0,88000.0,3.0
1,1999,26,325,13.0,6.0,6000.0,4.0
1,1999,26,3096,51.5999984741211,8.0,20000.0,2.0
2,1999,38,1862,49.0,15.0,30000.0,1.0
2,1999,41,1864,46.5999984741211,22.0,50000.0,1.0
1,1999,44,1600,40.0,26.0,31000.0,3.0
1,1999,44,2849,51.7999992370605,25.0,96000.0,4.0
1,1999,31,2000,50.0,12.0,32500.0,4.0
1,1999,44,2508,50.0,25.0,81200.0,3.0
1,1999,36,2050,50.0,17.0,43100.0,3.0
1,1999,52,2585,47.0,33.0,21000.0,2.0
1,1999,47,2117,50.4000015258789,28.0,40200.0,4.0
2,1999,39,1558,41.0,18.0,19000.0,2.0
2,1999,58,1950,48.0,36.0,40000.0,3.0
2,1999,35,1753,43.2999992370605,16.0,15136.0,3.0
2,1999,32,2000,50.0,13.0,18500.0,3.0
2,1999,26,2142,48.4000015258789,7.0,21000.0,2.0
1,1999,35,3178,51.4000015258789,16.0,68000.0,2.0
2,1999,52,2270,51.5999984741211,28.0,18000.0,3.0
1,1999,38,1960,49.0,19.0,25000.0,3.0
2,1999,42,1720,43.0,23.0,36500.0,3.0
1,1999,29,2174,50.7999992370605,10.0,35000.0,2.0
1,1999,25,2056,51.4000015258789,6.0,25000.0,4.0
2,1999,53,2040,51.0,31.0,35883.0,1.0
2,1999,52,2000,50.0,32.0,20000.0,3.0
2,1999,41,2168,49.4000015258789,18.0,27000.0,1.0
1,1999,52,2400,48.0,33.0,104000.0,1.0
1,1999,46,2142,51.0,27.0,51500.0,3.0
1,1999,54,1920,48.0,35.0,42280.0,3.0
1,1999,33,2500,50.0,14.0,32000.0,3.0
1,1999,27,2064,51.5999984741211,8.0,28000.0,4.0
1,1999,46,1976,49.4000015258789,18.0,13350.0,2.0
1,1999,52,2000,50.0,33.0,21600.0,4.0
1,1999,27,2070,51.2000007629395,9.0,28000.0,3.0
1,1999,49,1880,47.0,30.0,50000.0,2.0
1,1999,29,2376,51.7999992370605,10.0,26000.0,1.0
2,1999,45,2000,50.0,24.0,24000.0,3.0
1,1999,55,2295,51.0,36.0,29000.0,3.0
1,1999,40,2883,51.4000015258789,21.0,29000.0,3.0
1,1999,29,2400,50.0,9.0,34000.0,2.0
2,1999,40,459,27.0,21.0,9300.0,4.0
1,1999,61,3600,51.0,42.0,23001.0,3.0
2,1999,42,2040,51.0,18.0,18000.0,3.0
2,1999,41,2452,49.0,21.0,50000.0,2.0
2,1999,61,2056,51.4000015258789,33.0,15946.0,3.0
2,1999,33,1673,47.7999992370605,13.0,6532.0,2.0
2,1999,53,2016,50.4000015258789,34.0,32000.0,3.0
1,1999,48,3060,51.0,29.0,50000.0,3.0
1,1999,38,2080,52.0,19.0,20800.0,3.0
2,1999,54,2056,51.4000015258789,35.0,24168.0,3.0
1,1999,25,3300,51.0,7.0,23000.0,4.0
1,1999,60,2080,52.0,41.0,43000.0,4.0
2,1999,42,1820,52.0,23.0,16000.0,3.0
2,1999,47,2512,45.7000007629395,28.0,25000.0,3.0
1,1999,36,800,20.0,16.0,29000.0,3.0
1,1999,55,2088,51.0,35.0,13038.0,2.0
2,1999,61,1248,52.0,23.0,7000.0,2.0
2,1999,33,1897,46.7000007629395,13.0,11200.0,4.0
1,1999,51,1880,47.0,30.0,42000.0,3.0
1,1999,51,2167,43.2999992370605,32.0,26000.0,2.0
2,1999,47,2170,51.2000007629395,28.0,23807.0,4.0
1,1999,38,2500,50.0,19.0,48000.0,3.0
2,1999,46,3040,51.0,27.0,13000.0,3.0
2,1999,50,1887,51.0,31.0,49500.0,3.0
2,1999,47,1680,42.0,17.0,30000.0,3.0
1,1999,52,5436,51.4000015258789,33.0,23000.0,2.0
2,1999,49,2040,51.0,13.0,60000.0,4.0
1,1999,44,3354,51.5999984741211,25.0,46000.0,1.0
2,1999,37,4500,50.0,16.0,150000.0,2.0
2,1999,50,2584,51.5999984741211,25.0,22000.0,2.0
2,1999,35,2295,51.0,1.0,19500.0,3.0
2,1999,37,1020,51.0,18.0,12000.0,1.0
1,1999,35,2088,51.4000015258789,16.0,18912.0,3.0
2,1999,50,1873,44.5999984741211,31.0,53000.0,4.0
2,1999,25,1440,48.0,6.0,10000.0,2.0
1,1999,51,1736,49.5999984741211,31.0,56500.0,4.0
1,1999,29,2520,50.4000015258789,10.0,63000.0,2.0
2,1999,51,2330,46.5999984741211,32.0,19500.0,3.0
2,1999,50,2040,51.0,29.0,35000.0,3.0
1,1999,43,2040,51.0,1.0,29000.0,3.0
1,1999,36,2160,48.0,17.0,77000.0,1.0
1,1999,31,3096,51.5999984741211,12.0,56500.0,4.0
2,1999,35,1904,47.5999984741211,16.0,13000.0,3.0
1,1999,27,2164,51.5999984741211,6.0,55000.0,2.0
1,1999,47,2322,51.5999984741211,28.0,40486.0,2.0
2,1999,37,2032,50.7999992370605,17.0,23000.0,4.0
2,1999,41,1300,43.2999992370605,21.0,50000.0,1.0
2,1999,32,2295,51.0,13.0,42500.0,3.0
1,1999,54,2000,50.0,32.0,70000.0,3.0
1,1999,51,1836,51.0,32.0,19600.0,3.0
2,1999,62,2480,52.0,27.0,15600.0,3.0
2,1999,39,2184,52.0,3.0,29000.0,3.0
2,1999,39,2024,50.5999984741211,20.0,25586.0,4.0
1,1999,39,2940,49.0,20.0,50000.0,2.0
1,1999,28,759,50.5999984741211,9.0,5000.0,3.0
2,1999,41,2580,52.0,23.0,6000.0,3.0
2,1999,27,1560,39.0,3.0,23000.0,3.0
2,1999,30,2016,50.4000015258789,10.0,15000.0,3.0
1,1999,39,1944,48.5999984741211,20.0,24000.0,1.0
2,1999,32,2160,49.0,11.0,36000.0,4.0
1,1999,30,2548,49.0,7.0,24000.0,2.0
2,1999,28,2550,51.0,10.0,42000.0,4.0
2,1999,42,1694,48.4000015258789,19.0,35000.0,3.0
1,1999,52,22,1.29999995231628,32.0,90.0,3.0
1,1999,38,2028,48.2000007629395,19.0,29000.0,3.0
2,1999,41,1784,50.4000015258789,15.0,18000.0,4.0
2,1999,45,1786,47.0,27.0,18000.0,3.0
1,1999,29,1960,49.0,10.0,8000.0,4.0
1,1999,42,2123,51.7999992370605,13.0,15000.0,1.0
1,1999,32,1957,47.7000007629395,13.0,40000.0,3.0
2,1999,44,1890,45.0,25.0,41000.0,3.0
2,1999,46,720,48.0,9.0,7500.0,2.0
2,1999,29,2440,51.0,10.0,16000.0,3.0
1,1999,42,2383,51.7999992370605,23.0,98000.0,2.0
2,1999,28,2590,51.7999992370605,9.0,34000.0,3.0
2,1999,42,2350,47.0,24.0,29000.0,2.0
1,1999,48,2000,50.0,29.0,60000.0,3.0
1,1999,42,3840,51.0,23.0,74000.0,2.0
2,1999,25,889,42.2999992370605,7.0,14000.0,1.0
2,1999,42,2090,41.7999992370605,23.0,27000.0,2.0
1,1999,50,2500,50.0,31.0,40000.0,2.0
1,1999,26,2098,49.0,7.0,26000.0,2.0
2,1999,49,2108,45.5999984741211,23.0,27000.0,2.0
2,1999,26,840,42.0,7.0,19500.0,3.0
1,1999,28,2630,49.0,10.0,15000.0,3.0
1,1999,50,2160,52.0,31.0,52000.0,2.0
2,1999,42,1785,51.0,20.0,19000.0,3.0
2,1999,45,2205,49.0,25.0,24000.0,3.0
2,1999,48,2033,46.2000007629395,30.0,52000.0,2.0
1,1999,27,2224,51.5999984741211,8.0,35650.0,1.0
1,1999,40,2023,50.2000007629395,21.0,27000.0,1.0
1,1999,28,2040,51.0,5.0,32000.0,2.0
2,1999,58,1505,43.0,25.0,70000.0,1.0
2,1999,41,2360,51.0,22.0,25000.0,1.0
2,1999,28,1806,51.5999984741211,6.0,30000.0,3.0
2,1999,51,1894,46.2000007629395,30.0,19500.0,3.0
2,1999,40,1920,46.4000015258789,21.0,20400.0,1.0
1,1999,41,2160,48.0,22.0,52140.0,2.0
2,1999,34,1928,48.2000007629395,15.0,19500.0,3.0
2,1999,49,2000,50.0,30.0,50205.0,3.0
1,1999,37,1813,51.7999992370605,18.0,16800.0,3.0
2,1999,44,1820,52.0,25.0,45000.0,4.0
2,1999,61,1930,48.0,33.0,23000.0,3.0
2,1999,28,1360,34.0,8.0,6184.0,3.0
2,1999,31,1270,50.7999992370605,11.0,7000.0,2.0
2,1999,39,1900,50.0,12.0,22000.0,3.0
2,1999,57,1960,49.0,38.0,21000.0,1.0
2,1999,37,2042,49.7999992370605,19.0,17000.0,3.0
2,1999,49,1724,40.5999984741211,30.0,40000.0,2.0
1,1999,39,2080,52.0,19.0,48000.0,3.0
1,1999,42,2222,51.0,20.0,13000.0,2.0
1,1999,38,2690,36.0,19.0,25500.0,4.0
2,1999,51,2028,45.0999984741211,30.0,53000.0,3.0
1,1999,44,1680,42.0,25.0,46000.0,1.0
2,1999,48,1880,47.0,13.0,19500.0,3.0
1,1999,43,2565,43.2999992370605,25.0,50000.0,4.0
2,1999,32,1862,49.0,13.0,19000.0,3.0
1,1999,46,2130,52.0,27.0,26000.0,1.0
2,1999,41,2446,48.7999992370605,20.0,58000.0,3.0
1,1999,50,2560,51.2000007629395,31.0,76000.0,4.0
1,1999,44,2295,51.0,25.0,95000.0,3.0
1,1999,54,4145,47.0,32.0,80000.0,1.0
2,1999,40,2479,47.7000007629395,20.0,35000.0,4.0
2,1999,45,2000,50.0,26.0,29000.0,3.0
1,1999,47,2160,51.5999984741211,28.0,20000.0,4.0
1,1999,38,2480,49.5999984741211,11.0,92000.0,3.0
2,1999,54,1102,35.2000007629395,31.0,6096.0,1.0
2,1999,39,604,16.2999992370605,13.0,4500.0,3.0
1,1999,41,3670,51.0,22.0,30000.0,4.0
1,1999,53,1984,49.5999984741211,34.0,25000.0,2.0
1,1999,28,2761,50.2000007629395,10.0,20000.0,2.0
1,1999,58,2072,51.7999992370605,39.0,60000.0,4.0
2,1999,36,832,27.7000007629395,15.0,8500.0,4.0
1,1999,36,2040,51.0,17.0,20815.0,3.0
2,1999,48,1144,44.0,10.0,6000.0,4.0
2,1999,28,428,17.1000003814697,8.0,3500.0,2.0
2,1999,28,3460,44.0,7.0,34000.0,3.0
1,1999,33,2520,50.4000015258789,14.0,90500.0,1.0
2,1999,39,1040,26.0,20.0,18962.0,1.0
1,1999,37,2000,50.0,12.0,29000.0,4.0
1,1999,28,1760,39.0,9.0,9800.0,3.0
1,1999,38,2622,51.5999984741211,19.0,89168.0,2.0
2,1999,55,2350,47.0,26.0,35000.0,2.0
1,1999,43,2100,51.0,22.0,16500.0,3.0
2,1999,38,2040,51.0,14.0,19000.0,3.0
2,1999,35,1768,43.2000007629395,16.0,31500.0,3.0
2,1999,52,1739,37.0,28.8635234832764,55000.0,2.0
1,1999,31,2066,49.2000007629395,12.0,35000.0,1.0
2,1999,39,2304,48.0,20.0,58000.0,4.0
1,1999,26,2331,51.7999992370605,7.0,30000.0,1.0
2,1999,29,2358,49.4000015258789,9.0,28000.0,3.0
2,1999,47,1750,50.0,11.0,50000.0,3.0
2,1999,36,260,13.0,16.0,4000.0,2.0
2,1999,31,1848,46.2000007629395,12.0,18000.0,3.0
1,1999,52,2400,48.0,28.0,400000.0,2.0
1,1999,59,3440,47.0,38.0,18000.0,4.0
2,1999,28,1255,50.2000007629395,10.0,12000.0,2.0
2,1999,36,2295,51.0,12.0,12000.0,1.0
1,1999,34,2600,50.0,14.0,29000.0,2.0
2,1999,26,1405,50.2000007629395,4.0,16000.0,1.0
2,1999,33,1960,49.0,13.0,15000.0,3.0
2,1999,54,1317,34.7000007629395,35.0,12000.0,2.0
2,1999,49,1380,46.0,4.0,3000.0,1.0
2,1999,48,1213,34.7000007629395,26.0,19500.0,3.0
1,1999,45,2695,49.0,26.0,50000.0,2.0
1,1999,27,1792,51.2000007629395,8.0,17000.0,2.0
1,1999,40,2224,51.5999984741211,21.0,30000.0,4.0
2,1999,51,1960,49.0,32.0,20000.0,3.0
1,1999,53,1785,51.0,34.0,18000.0,3.0
1,1999,26,2560,51.2000007629395,6.0,40000.0,4.0
1,1999,64,1270,50.0,8.0,30000.0,2.0
2,1999,29,2537,50.5999984741211,10.0,9800.0,1.0
1,1999,30,2080,52.0,10.0,29000.0,1.0
1,1999,55,2190,51.0,36.0,45000.0,1.0
1,1999,45,2304,48.0,25.0,52000.0,3.0
2,1999,36,2046,49.5999984741211,16.0,39000.0,2.0
1,1999,41,2200,40.0,22.0,66007.0,3.0
1,1999,50,2304,48.0,31.0,42000.0,2.0
1,1999,64,624,52.0,43.0,3500.0,2.0
1,1999,29,2550,51.0,10.0,33000.0,3.0
2,1999,29,2024,50.5999984741211,10.0,39922.0,4.0
1,1999,35,3084,51.4000015258789,16.0,45000.0,3.0
2,1999,29,1225,49.0,1.0,13000.0,3.0
1,1999,44,3060,51.0,20.0,25000.0,3.0
2,1999,30,2040,51.0,10.0,40000.0,1.0
2,1999,37,2080,51.0,18.0,19000.0,3.0
1,1999,47,1950,48.0,28.0,26000.0,3.0
2,1999,32,2420,48.4000015258789,13.0,41000.0,3.0
2,1999,42,2080,52.0,22.0,17000.0,3.0
2,1999,37,1350,34.7000007629395,12.0,7000.0,3.0
2,1999,28,1920,48.0,9.0,24000.0,4.0
2,1999,30,1968,49.2000007629395,11.0,18500.0,3.0
2,1999,48,2090,50.0,20.0,17000.0,2.0
2,1999,39,941,47.0999984741211,11.0,4000.0,1.0
1,1999,40,1428,34.0,21.0,45000.0,2.0
1,1999,52,2374,51.5999984741211,32.0,14878.0,3.0
2,1999,60,1560,52.0,15.0,8000.0,2.0
1,1999,43,2940,49.0,22.0,19586.0,3.0
1,1999,39,1920,48.0,19.0,24300.0,2.0
2,1999,52,2083,49.5999984741211,25.0,19200.0,1.0
2,1999,64,980,49.0,8.0,5300.0,2.0
2,1999,30,1960,49.0,10.0,56400.0,1.0
1,1999,42,1960,49.0,23.0,23000.0,2.0
1,1999,38,2056,51.4000015258789,19.0,23000.0,3.0
1,1999,36,1936,48.4000015258789,17.0,13400.0,2.0
1,1999,56,2064,51.5999984741211,38.0,50000.0,2.0
2,1999,30,1350,45.0,11.0,26000.0,4.0
2,1999,38,2232,49.5999984741211,17.0,32000.0,3.0
1,1999,44,2500,50.0,21.0,147000.0,4.0
1,1999,37,2425,51.5999984741211,13.0,81500.0,3.0
2,1999,37,2040,51.0,17.0,15000.0,3.0
1,1999,38,2064,51.5999984741211,11.0,143000.0,1.0
1,1999,46,1715,49.0,27.0,21600.0,3.0
